Time,Amplitude
0.0,0.03028457321711812
0.001000100010001,0.32379470126465676
0.002000200020002,0.12292099926030926
0.003000300030003,-0.03472386496789428
0.004000400040004,0.1395885895181078
0.005000500050005001,0.005131933159966719
0.006000600060006,0.029988084361551863
0.0070007000700070005,-0.08385810008963403
0.008000800080008,0.11239674198285857
0.009000900090009001,0.10520338964675698
0.010001000100010001,-0.12410034081569622
0.011001100110011002,-0.09985115716213035
0.012001200120012,0.24496507197860592
0.013001300130013,-0.07800970527157669
0.014001400140014001,-0.0624719515234459
0.015001500150015001,-0.09570571518100233
0.016001600160016,-0.009990186070182858
0.017001700170017002,0.05681324226516549
0.018001800180018002,0.09534894912040341
0.019001900190019003,-0.1641246786235904
0.020002000200020003,0.13369648671712306
0.021002100210021003,0.20147746872744596
0.022002200220022004,0.09720546186748524
0.023002300230023004,0.23052071476303757
0.024002400240024,-0.04170081194120314
0.025002500250025,-0.05396273690646265
0.026002600260026,0.19432802170045899
0.027002700270027002,-0.15194916155030957
0.028002800280028002,0.22820109133133099
0.029002900290029002,-0.03870297489070487
0.030003000300030003,-0.09683854334159338
0.031003100310031003,-0.04813888890878164
0.032003200320032,0.08515032641010663
0.033003300330033,0.06298770154102144
0.034003400340034004,0.10187769106327435
0.035003500350035,0.30793024890901327
0.036003600360036005,-0.019608439702510253
0.037003700370037,0.24430764382437845
0.038003800380038005,0.24502729000039983
0.039003900390039,0.17519186715949372
0.040004000400040006,0.07993420807833922
0.041004100410041,-0.02237522140504123
0.04200420042004201,0.34945000717675073
0.043004300430043,0.22331587148303458
0.04400440044004401,-0.1899980081355414
0.045004500450045004,-0.053666735227942367
0.04600460046004601,-0.06873537856850848
0.047004700470047005,0.10621879644617939
0.048004800480048,0.030161053011397577
0.049004900490049005,-0.12282750025858581
0.05000500050005,-0.16660560743134206
0.051005100510051006,0.23394622491507866
0.052005200520052,0.2182660703884723
0.05300530053005301,0.2309666855025375
0.054005400540054004,-0.08202291558512341
0.05500550055005501,-0.26991980624802514
0.056005600560056004,-0.15636715922022962
0.05700570057005701,-0.020298643216724796
0.058005800580058005,0.1713932211697454
0.05900590059005901,-0.11614979912957292
0.060006000600060005,0.10212295518157574
0.06100610061006101,-0.08243277457154487
0.062006200620062006,-0.05078795586386719
0.063006300630063,0.17118712129375332
0.064006400640064,-0.12186316953239312
0.06500650065006501,-0.14512080831786736
0.066006600660066,0.2743635171361317
0.067006700670067,0.026329638686623864
0.06800680068006801,0.3846537687160511
0.06900690069006901,0.04369442953845207
0.07000700070007,0.07105176364147478
0.071007100710071,0.2656458699053192
0.07200720072007201,-0.10969527878828367
0.07300730073007301,0.05985438341686758
0.074007400740074,-0.2586900856010983
0.075007500750075,-0.16866708620507878
0.07600760076007601,-0.24793732491743967
0.07700770077007701,0.26135224681065383
0.078007800780078,0.09373679038682785
0.07900790079007901,0.09087274144139317
0.08000800080008001,0.05792840235332331
0.081008100810081,0.10256479429097944
0.082008200820082,0.3160442054491301
0.08300830083008301,-0.1317597353496745
0.08400840084008401,0.0729028166486036
0.085008500850085,0.08225984762856421
0.086008600860086,0.2033445566009535
0.08700870087008701,-0.2066722439643432
0.08800880088008801,-0.04548010619070196
0.089008900890089,-0.012609863029011126
0.09000900090009001,0.09371874055857467
0.09100910091009101,0.02620665539365047
0.09200920092009202,0.14717366208021124
0.093009300930093,0.27638406137547833
0.09400940094009401,-0.1412569791234046
0.09500950095009501,0.20690461608810176
0.096009600960096,0.05618600913873238
0.09700970097009701,-0.19717637623809156
0.09800980098009801,0.05899713533491998
0.09900990099009901,-0.05100186478105925
0.1000100010001,0.10230476800441794
0.10101010101010101,-0.1219422616929581
0.10201020102010201,-0.5369482954107313
0.10301030103010302,-0.036740607189241416
0.104010401040104,-0.04292103634032667
0.10501050105010501,0.05381868107727595
0.10601060106010601,0.010188058293231175
0.10701070107010702,0.20137244973720822
0.10801080108010801,0.08867842252834492
0.10901090109010901,-0.28311314412941246
0.11001100110011001,0.022806824690018265
0.11101110111011102,0.5838155782324024
0.11201120112011201,-0.2512084821648825
0.11301130113011301,-0.2590397465328813
0.11401140114011402,-0.1524800432638196
0.115011501150115,-0.12403328620568199
0.11601160116011601,0.1500658996943861
0.11701170117011701,-0.12615113613994436
0.11801180118011802,0.08644714973165696
0.11901190119011901,0.04026834488945983
0.12001200120012001,-0.22527301297512986
0.12101210121012101,0.019804655274675294
0.12201220122012202,-0.1413797020479981
0.12301230123012301,-0.15653468622388728
0.12401240124012401,0.04037016684020952
0.125012501250125,0.14671143574167908
0.126012601260126,0.20596452224988307
0.127012701270127,0.01632674860117284
0.128012801280128,-0.0957940569743272
0.12901290129012902,0.09194047625983841
0.13001300130013002,-0.2316669635996133
0.13101310131013102,0.00965777353799042
0.132013201320132,0.09180125329454922
0.133013301330133,-0.4168879524738392
0.134013401340134,0.19721189540741527
0.135013501350135,-0.11120421461218274
0.13601360136013602,0.1545002217718078
0.13701370137013702,0.09386411938746225
0.13801380138013802,-0.16267915081673848
0.13901390139013903,-0.10260554957650159
0.14001400140014,0.03971685343821702
0.141014101410141,0.2752753338776305
0.142014201420142,0.29856011519721687
0.14301430143014301,0.004310789425599369
0.14401440144014402,0.24173849083884924
0.14501450145014502,0.18394187344413349
0.14601460146014603,-0.20813855264407644
0.147014701470147,-0.08242782884901367
0.148014801480148,-0.08380605531161907
0.149014901490149,-0.12132542680836673
0.15001500150015,-0.3525964068875151
0.15101510151015102,-0.47304164370019436
